DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5
4,LAKE MACQUARIE,371355,NORMAL,800-900,PACIFIC HWY,MOONEE,2259,"1, 2/549905 PT 465/755266 Special Purpose Lease 58/54",SP1,40.55,H,1/7/2017,1670000,14A(1),6A(2),1/7/2016,1590000,14A(1),6A(2),1/7/2015,1590000,14A(1),6A(2),1/7/2014,1590000,14A(1),6A(2),1/7/2013,1590000,14A(1),6A(2)
4,LAKE MACQUARIE,371409,NORMAL,555,PACIFIC HWY,CRANGAN BAY,2259,492/755266,E2,2061,M,1/7/2017,144000,14A(1),6A(1),1/7/2016,131000,14A(1),6A(1),1/7/2015,130000,14A(1),6A(1),1/7/2014,125000,60A(1)(a),6A(1),1/7/2013,275000,60A(1)(a),6A(2)
4,LAKE MACQUARIE,3017015,NORMAL,29,GOVERNMENT RD,NORDS WHARF,,1/1057036,R2,861,M,1/7/2017,293000,14A(1),6A(1),1/7/2016,253000,14A(1),6A(1),1/7/2015,244000,14A(1),6A(1),1/7/2014,222000,14A(1),6A(1),1/7/2013,210000,14A(1),6A(1)
4,LAKE MACQUARIE,3017016,NORMAL,29A,GOVERNMENT RD,NORDS WHARF,2281,2/1057036,R2,1278,M,1/7/2017,316000,14A(1),6A(1),1/7/2016,273000,14A(1),6A(1),1/7/2015,263000,14A(1),6A(1),1/7/2014,239000,14A(1),6A(1),1/7/2013,227000,14A(1),6A(1)
4,LAKE MACQUARIE,2834840,NORMAL,7,GLEN GORY AVE,BUTTABA,2283,4/11287 Licence 396876,R2,810.7,M,1/7/2017,710000,14A(1),14I,1/7/2016,591000,14A(1),14I,1/7/2015,642000,14A(1),14I,1/7/2014,558000,14A(1),14I,1/7/2013,513000,14A(1),14I
4,LAKE MACQUARIE,2834842,NORMAL,172,KILABEN RD,KILABEN BAY,2283,11/1102117 Licence 318974,R2,2233.5,M,1/7/2017,828000,14A(1),14I,1/7/2016,777000,14A(1),14I,1/7/2015,777000,14A(1),14I,1/7/2014,827000,14A(1),14I,1/7/2013,760000,14A(1),14I
4,LAKE MACQUARIE,2844342,NORMAL,4,MACQUARIE RD,MORISSET PARK,2264,691/1030399,R2,766.5,M,1/7/2017,294000,14A(1),6A(1),1/7/2016,260000,14A(1),6A(1),1/7/2015,238000,14A(1),6A(1),1/7/2014,202000,14A(1),6A(1),1/7/2013,190000,14A(1),6A(1)
4,LAKE MACQUARIE,2844343,NORMAL,4A,MACQUARIE RD,MORISSET PARK,,692/1030399,R2,1257,M,1/7/2017,299000,14A(1),6A(1),1/7/2016,265000,14A(1),6A(1),1/7/2015,243000,14A(1),6A(1),1/7/2014,206000,14A(1),6A(1),1/7/2013,194000,14A(1),6A(1)
4,LAKE MACQUARIE,2823025,NORMAL,13,COAL POINT RD,COAL POINT,2283,1071/1026564,R2,731,M,1/7/2017,244000,14A(1),6A(1),1/7/2016,212000,14A(1),6A(1),1/7/2015,212000,14A(1),6A(1),1/7/2014,193000,14A(1),6A(1),1/7/2013,184000,14A(1),6A(1)
4,LAKE MACQUARIE,2823026,NORMAL,13A,COAL POINT RD,COAL POINT,2283,1072/1026564,R2,1943,M,1/7/2017,453000,14A(1),6A(1),1/7/2016,425000,14A(1),6A(1),1/7/2015,425000,14A(1),6A(1),1/7/2014,452000,14A(1),6A(1),1/7/2013,415000,14A(1),6A(1)
4,LAKE MACQUARIE,2834932,NORMAL,17,GOVERNMENT RD,BARNSLEY,2278,1/1029269,R2,,M,1/7/2017,187000,14A(1),6A(1),1/7/2016,173000,14A(1),6A(1),1/7/2015,163000,14A(1),6A(1),1/7/2014,140000,14A(1),6A(1),1/7/2013,128000,14A(1),6A(1)
4,LAKE MACQUARIE,2834933,NORMAL,2,KING ST,BARNSLEY,2278,2/1029269,R2,318.3,M,1/7/2017,187000,14A(1),6A(1),1/7/2016,173000,14A(1),6A(1),1/7/2015,163000,14A(1),6A(1),1/7/2014,,14A(1),6A(1),1/7/2013,128000,14A(1),6A(1)
4,LAKE MACQUARIE,2834960,NORMAL,542,THE ESPLANADE,WARNERS BAY,2282,101/1029977,R2,471.8,M,1/7/2017,429000,14A(1),6A(1),1/7/2016,405000,14A(1),6A(1),1/7/2015,391000,14A(1),6A(1),1/7/2014,333000,14A(1),6A(1),1/7/2013,325000,14A(1),6A(1)
4,LAKE MACQUARIE,2834961,NORMAL,542,THE ESPLANADE,WARNERS BAY,2282,102/1029977,R2,443.4,M,1/7/2017,,14A(1),6A(1),1/7/2016,381000,14A(1),6A(1),1/7/2015,368000,14A(1),6A(1),1/7/2014,313000,14A(1),6A(1),1/7/2013,305000,14A(1),6A(1)
4,LAKE MACQUARIE,2840775,NORMAL,4,WHARF ST,MORISSET,2264,1/22034,R3,752.5,M,1/7/2017,276000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,197000,14A(1),6A(1),1/7/2014,179000,14A(1),6A(1),1/7/2013,163000,14A(1),6A(1)
4,LAKE MACQUARIE,2840776,NORMAL,6,WHARF ST,MORISSET,2264,2/22034,R3,752.5,M,1/7/2017,276000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,197000,14A(1),6A(1),1/7/2014,179000,14A(1),6A(1),1/7/2013,163000,14A(1),6A(1)
4,LAKE MACQUARIE,2840777,NORMAL,8,WHARF ST,MORISSET,2264,3/22034,R3,,M,1/7/2017,276000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,197000,14A(1),6A(1),1/7/2014,179000,14A(1),6A(1),1/7/2013,163000,14A(1),6A(1)
4,LAKE MACQUARIE,2840778,NORMAL,21,NEWCASTLE ST,MORISSET,2264,4/22034,R3,765.1,M,1/7/2017,267000,14A(1),6A(1),1/7/2016,204000,14A(1),6A(1),1/7/2015,190000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,150000,14A(1),6A(1)
4,LAKE MACQUARIE,2840888,NORMAL,14,ROBIN AVE,CAMERON PARK,2285,41/1031067 Housing PRN 405256,R2,378.5,M,1/7/2017,187000,14A(1),6A(1),1/7/2016,168000,14A(1),6A(1),1/7/2015,153000,14A(1),6A(1),1/7/2014,124000,14A(1),6A(1),1/7/2013,124000,14A(1),6A(1)
4,LAKE MACQUARIE,2840889,NORMAL,2,TERN CL,CAMERON PARK,2285,42/1031067,R2,349,M,1/7/2017,,14A(1),6A(1),1/7/2016,168000,14A(1),6A(1),1/7/2015,153000,14A(1),6A(1),1/7/2014,124000,14A(1),6A(1),1/7/2013,124000,14A(1),6A(1)
4,LAKE MACQUARIE,2850884,NORMAL,14,SOPHIA CT,CARDIFF SOUTH,2285,1/1032444,E2,2.35,H,1/7/2017,94700,14A(1),6A(1),1/7/2016,86100,14A(1),6A(1),1/7/2015,85200,14A(1),6A(1),1/7/2014,81900,60A(1)(a),6A(1),1/7/2013,76000,60A(1)(a),6A(1)
4,LAKE MACQUARIE,2860169,NORMAL,106,FENCOTT DR,JEWELLS,2280,118/1031014,R2,,M,1/7/2017,313000,14A(1),6A(1),1/7/2016,273000,14A(1),6A(1),1/7/2015,256000,14A(1),6A(1),1/7/2014,229000,14A(1),6A(1),1/7/2013,215000,14A(1),6A(1)
4,LAKE MACQUARIE,2860171,NORMAL,104,FENCOTT DR,JEWELLS,2280,119/1031014,R2,871.8,M,1/7/2017,313000,14A(1),6A(1),1/7/2016,273000,14A(1),6A(1),1/7/2015,256000,14A(1),6A(1),1/7/2014,229000,14A(1),6A(1),1/7/2013,215000,14A(1),6A(1)
4,LAKE MACQUARIE,2860173,NORMAL,5,BROWN ST,WEST WALLSEND,2286,B/370073,R2,531.1,M,1/7/2017,204000,14A(1),6A(1),1/7/2016,204000,14A(1),6A(1),1/7/2015,176000,14A(1),6A(1),1/7/2014,150000,14A(1),6A(1),1/7/2013,144000,14A(1),6A(1)
4,LAKE MACQUARIE,2860289,NORMAL,6,STEEL ST,REDHEAD,2290,135/1034209,R2,460,M,1/7/2017,534000,14A(1),6A(1),1/7/2016,445000,14A(1),6A(1),1/7/2015,,14A(1),6A(1),1/7/2014,412000,14A(1),6A(1),1/7/2013,365000,14A(1),6A(1)
4,LAKE MACQUARIE,2860290,NORMAL,73,COWLISHAW ST,REDHEAD,2290,136/1034209,R2,462.3,M,1/7/2017,,14A(1),6A(1),1/7/2016,,14A(1),6A(1),1/7/2015,494000,14A(1),6A(1),1/7/2014,412000,14A(1),6A(1),1/7/2013,365000,14A(1),6A(1)
4,LAKE MACQUARIE,2823151,NORMAL,2,JOHN ST,TINGIRA HEIGHTS,2290,341/1027372,R2,403,M,1/7/2017,246000,14A(1),6A(1),1/7/2016,216000,14A(1),6A(1),1/7/2015,191000,14A(1),6A(1),1/7/2014,169000,14A(1),6A(1),1/7/2013,163000,14A(1),6A(1)
4,LAKE MACQUARIE,2823152,NORMAL,60,VIOLET TOWN RD,TINGIRA HEIGHTS,2290,342/1027372,R2,358.7,M,1/7/2017,230000,14A(1),6A(1),1/7/2016,202000,14A(1),6A(1),1/7/2015,179000,14A(1),6A(1),1/7/2014,158000,14A(1),6A(1),1/7/2013,152000,14A(1),6A(1)
4,LAKE MACQUARIE,2823175,NORMAL,91,GOVERNMENT RD,NORDS WHARF,2281,751/1027422,R2,353.8,M,1/7/2017,220000,14A(1),6A(1),1/7/2016,190000,14A(1),6A(1),1/7/2015,183000,14A(1),6A(1),1/7/2014,166000,14A(1),6A(1),1/7/2013,157000,14A(1),6A(1)
4,LAKE MACQUARIE,2823176,NORMAL,91A,GOVERNMENT RD,NORDS WHARF,2281,752/1027422,R2,605.1,M,1/7/2017,249000,14A(1),6A(1),1/7/2016,,14A(1),6A(1),1/7/2015,207000,14A(1),6A(1),1/7/2014,188000,14A(1),6A(1),1/7/2013,178000,14A(1),6A(1)
4,LAKE MACQUARIE,2835148,NORMAL,19,DUNKLEY PDE,MOUNT HUTTON,2290,1/1030753,R3,739.8,M,1/7/2017,254000,14A(1),6A(1),1/7/2016,230000,14A(1),6A(1),1/7/2015,205000,14A(1),6A(1),1/7/2014,178000,14A(1),6A(1),1/7/2013,168000,14A(1),6A(1)
4,LAKE MACQUARIE,2851086,NORMAL,140,CARY ST,TORONTO,2283,"2, 3/565538",B2,4734.9,M,1/7/2017,,14A(1),6A(1),1/7/2016,2180000,14A(1),6A(1),1/7/2015,1770000,14A(1),6A(1),1/7/2014,1650000,14A(1),6A(1),1/7/2013,1650000,14A(1),6A(1)
4,LAKE MACQUARIE,2854124,NORMAL,,MULBRING ST,AWABA,2283,"451, 452/1033002",E3,1.43,H,1/7/2017,98600,14A(1),6A(1),1/7/2016,89600,14A(1),6A(1),1/7/2015,77900,14A(1),6A(1),1/7/2014,77900,14A(1),6A(1),1/7/2013,74500,14A(1),6A(1)
4,LAKE MACQUARIE,2854126,NORMAL,15,SHONNALA ST,AWABA,2283,453/1033002,E3,4.295,H,1/7/2017,362000,14A(1),6A(1),1/7/2016,329000,14A(1),6A(1),1/7/2015,,14A(1),6A(1),1/7/2014,266000,14A(1),6A(1),1/7/2013,254000,14A(1),6A(1)
4,LAKE MACQUARIE,2854170,NORMAL,18,CORELLA CL,FENNELL BAY,2283,601/1027743,R2,1675,M,1/7/2017,305000,14A(1),6A(1),1/7/2016,272000,14A(1),6A(1),1/7/2015,245000,14A(1),6A(1),1/7/2014,190000,14A(1),6A(1),1/7/2013,178000,14A(1),6A(1)
4,LAKE MACQUARIE,2854171,NORMAL,16,CORELLA CL,FENNELL BAY,2283,602/1027743,R2,970.3,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854172,NORMAL,14,CORELLA CL,FENNELL BAY,2283,603/1027743,R2,801.4,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854173,NORMAL,12,CORELLA CL,FENNELL BAY,2283,604/1027743,R2,801,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854174,NORMAL,10,CORELLA CL,FENNELL BAY,2283,605/1027743,R2,800.5,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854175,NORMAL,8,CORELLA CL,FENNELL BAY,2283,606/1027743,R2,800,M,1/7/2017,,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854176,NORMAL,6,CORELLA CL,FENNELL BAY,2283,607/1027743,R2,789.4,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854177,NORMAL,4,CORELLA CL,FENNELL BAY,2283,608/1027743,R2,791.6,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854178,NORMAL,2,CORELLA CL,FENNELL BAY,2283,609/1027743,R2,822.8,M,1/7/2017,264000,14A(1),6A(1),1/7/2016,236000,14A(1),6A(1),1/7/2015,213000,14A(1),6A(1),1/7/2014,165000,14A(1),6A(1),1/7/2013,154000,14A(1),6A(1)
4,LAKE MACQUARIE,2854179,NORMAL,59,TURNBULL ST,FENNELL BAY,2283,610/1027743,R2,982.5,M,1/7/2017,289000,14A(1),6A(1),1/7/2016,258000,14A(1),6A(1),1/7/2015,,14A(1),6A(1),1/7/2014,180000,14A(1),6A(1),1/7/2013,169000,14A(1),6A(1)
4,LAKE MACQUARIE,2854180,NORMAL,61,TURNBULL ST,FENNELL BAY,2283,611/1027743,R2,982.8,M,1/7/2017,289000,14A(1),6A(1),1/7/2016,258000,14A(1),6A(1),1/7/2015,232000,14A(1),6A(1),1/7/2014,,14A(1),6A(1),1/7/2013,169000,14A(1),6A(1)
4,LAKE MACQUARIE,2854181,UNDERSP,63,TURNBULL ST,FENNELL BAY,2283,"1, 2, CP/SP69148",R2,983.1,M,1/7/2017,289000,14A(1),6A(1),1/7/2016,258000,14A(1),6A(1),1/7/2015,232000,14A(1),6A(1),1/7/2014,180000,14A(1),6A(1),1/7/2013,169000,14A(1),6A(1)
4,LAKE MACQUARIE,2854182,NORMAL,65,TURNBULL ST,FENNELL BAY,2283,613/1027743,R2,983.4,M,1/7/2017,289000,14A(1),6A(1),1/7/2016,,14A(1),6A(1),1/7/2015,232000,14A(1),6A(1),1/7/2014,180000,14A(1),6A(1),1/7/2013,169000,14A(1),6A(1)
4,LAKE MACQUARIE,2854183,NORMAL,67,TURNBULL ST,FENNELL BAY,2283,614/1027743,R2,1294,M,1/7/2017,319000,14A(1),6A(1),1/7/2016,285000,14A(1),6A(1),1/7/2015,257000,14A(1),6A(1),1/7/2014,199000,14A(1),6A(1),1/7/2013,187000,14A(1),6A(1)
4,LAKE MACQUARIE,2854185,NORMAL,6,MAHOGANY PL,FENNELL BAY,2283,616/1027743,R2,879.9,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,263000,14A(1),6A(1),1/7/2015,237000,14A(1),6A(1),1/7/2014,,14A(1),6A(1),1/7/2013,172000,14A(1),6A(1)
4,LAKE MACQUARIE,2854186,NORMAL,4,MAHOGANY PL,FENNELL BAY,2283,617/1027743,R2,879.9,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,263000,14A(1),6A(1),1/7/2015,237000,14A(1),6A(1),1/7/2014,184000,14A(1),6A(1),1/7/2013,172000,14A(1),6A(1)
4,LAKE MACQUARIE,2854187,NORMAL,2,MAHOGANY PL,FENNELL BAY,2283,618/1027743,R2,880,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,263000,14A(1),6A(1),1/7/2015,237000,14A(1),6A(1),1/7/2014,184000,14A(1),6A(1),1/7/2013,172000,14A(1),6A(1)
4,LAKE MACQUARIE,2854188,NORMAL,1,MAHOGANY PL,FENNELL BAY,2283,619/1027743,R2,3243,M,1/7/2017,370000,14A(1),6A(1),1/7/2016,330000,14A(1),6A(1),1/7/2015,297000,14A(1),6A(1),1/7/2014,230000,14A(1),6A(1),1/7/2013,230000,14A(1),6A(1)
4,LAKE MACQUARIE,2854189,NORMAL,5,MAHOGANY PL,FENNELL BAY,2283,620/1027743,R2,2294,M,1/7/2017,338000,14A(1),6A(1),1/7/2016,302000,14A(1),6A(1),1/7/2015,272000,14A(1),6A(1),1/7/2014,211000,14A(1),6A(1),1/7/2013,198000,14A(1),6A(1)
4,LAKE MACQUARIE,2854190,NORMAL,56,TURNBULL ST,FENNELL BAY,2283,621/1027743,R2,871.9,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,263000,14A(1),6A(1),1/7/2015,237000,14A(1),6A(1),1/7/2014,184000,14A(1),6A(1),1/7/2013,172000,14A(1),6A(1)
4,LAKE MACQUARIE,2854191,NORMAL,54,TURNBULL ST,FENNELL BAY,2283,622/1027743,R2,800,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,263000,14A(1),6A(1),1/7/2015,237000,14A(1),6A(1),1/7/2014,184000,14A(1),6A(1),1/7/2013,172000,14A(1),6A(1)
4,LAKE MACQUARIE,2854192,NORMAL,52,TURNBULL ST,FENNELL BAY,2283,623/1027743,R2,802.6,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,263000,14A(1),6A(1),1/7/2015,237000,14A(1),6A(1),1/7/2014,184000,14A(1),6A(1),1/7/2013,172000,14A(1),6A(1)
4,LAKE MACQUARIE,2854193,NORMAL,1,CORELLA CL,FENNELL BAY,2283,624/1027743,R2,896.9,M,1/7/2017,283000,14A(1),6A(1),1/7/2016,253000,14A(1),6A(1),1/7/2015,228000,14A(1),6A(1),1/7/2014,177000,14A(1),6A(1),1/7/2013,166000,14A(1),6A(1)
4,LAKE MACQUARIE,2854194,NORMAL,3,CORELLA CL,FENNELL BAY,2283,625/1027743,R2,902.1,M,1/7/2017,283000,14A(1),6A(1),1/7/2016,253000,14A(1),6A(1),1/7/2015,228000,14A(1),6A(1),1/7/2014,177000,14A(1),6A(1),1/7/2013,166000,14A(1),6A(1)
4,LAKE MACQUARIE,2854195,NORMAL,5,CORELLA CL,FENNELL BAY,2283,626/1027743,R2,902.1,M,1/7/2017,283000,14A(1),6A(1),1/7/2016,253000,14A(1),6A(1),1/7/2015,228000,14A(1),6A(1),1/7/2014,177000,14A(1),6A(1),1/7/2013,166000,14A(1),6A(1)
4,LAKE MACQUARIE,2854196,NORMAL,7,CORELLA CL,FENNELL BAY,2283,627/1027743,R2,902.1,M,1/7/2017,283000,14A(1),6A(1),1/7/2016,253000,14A(1),6A(1),1/7/2015,228000,14A(1),6A(1),1/7/2014,177000,14A(1),6A(1),1/7/2013,166000,14A(1),6A(1)
4,LAKE MACQUARIE,2854197,NORMAL,9,CORELLA CL,FENNELL BAY,2283,628/1027743,R2,902.1,M,1/7/2017,283000,14A(1),6A(1),1/7/2016,253000,14A(1),6A(1),1/7/2015,228000,14A(1),6A(1),1/7/2014,177000,14A(1),6A(1),1/7/2013,166000,14A(1),6A(1)
4,LAKE MACQUARIE,2854198,NORMAL,11,CORELLA CL,FENNELL BAY,2283,629/1027743,R2,1861,M,1/7/2017,316000,14A(1),6A(1),1/7/2016,282000,14A(1),6A(1),1/7/2015,254000,14A(1),6A(1),1/7/2014,197000,14A(1),6A(1),1/7/2013,185000,14A(1),6A(1)
4,LAKE MACQUARIE,2854200,NORMAL,94,MACQUARIE RD,FASSIFERN,2283,593/607932 23/827135 631/1027743,RU6,40.78,H,1/7/2017,649000,14A(1),6A(1),1/7/2016,590000,14A(1),6A(1),1/7/2015,492000,14A(1),6A(1),1/7/2014,447000,14A(1),6A(1),1/7/2013,447000,14A(1),6A(1)
4,LAKE MACQUARIE,2854201,NORMAL,57,TURNBULL ST,FENNELL BAY,2283,632/1027743,RU6,1.106,H,1/7/2017,5060,14A(1),6A(1),1/7/2016,4600,14A(1),6A(1),1/7/2015,4180,14A(1),6A(1),1/7/2014,4180,14A(1),6A(1),1/7/2013,3870,14A(1),6A(1)
4,LAKE MACQUARIE,2854202,NORMAL,46,TURNBULL ST,FENNELL BAY,2283,633/1027743,R2,719.9,M,1/7/2017,252000,14A(1),6A(1),1/7/2016,225000,14A(1),6A(1),1/7/2015,203000,14A(1),6A(1),1/7/2014,157000,14A(1),6A(1),1/7/2013,147000,14A(1),6A(1)
4,LAKE MACQUARIE,2854211,NORMAL,4,BATH ST,BARNSLEY,2278,"20, 21/G/1274",E2,644.9,M,1/7/2017,13400,14A(1),6A(1),1/7/2016,12200,14A(1),6A(1),1/7/2015,12200,14A(1),6A(1),1/7/2014,11700,14A(1),6A(1),1/7/2013,11000,14A(1),6A(1)
4,LAKE MACQUARIE,2860347,NORMAL,6,BALDWIN BVD,WINDERMERE PARK,2264,161/848737,R2,397.5,M,1/7/2017,216000,14A(1),6A(1),1/7/2016,191000,14A(1),6A(1),1/7/2015,173000,14A(1),6A(1),1/7/2014,147000,14A(1),6A(1),1/7/2013,134000,14A(1),6A(1)
4,LAKE MACQUARIE,2860348,NORMAL,6A,BALDWIN BVD,WINDERMERE PARK,2264,162/848737,R2,538.2,M,1/7/2017,216000,14A(1),6A(1),1/7/2016,191000,14A(1),6A(1),1/7/2015,173000,14A(1),6A(1),1/7/2014,147000,14A(1),6A(1),1/7/2013,134000,14A(1),6A(1)
4,LAKE MACQUARIE,2863520,NORMAL,4,RED HILL ST,COORANBONG,2265,31/1034702,R2,618.6,M,1/7/2017,206000,14A(1),6A(1),1/7/2016,180000,14A(1),6A(1),1/7/2015,160000,14A(1),6A(1),1/7/2014,137000,14A(1),6A(1),1/7/2013,129000,14A(1),6A(1)
4,LAKE MACQUARIE,2863521,NORMAL,6,RED HILL ST,COORANBONG,2265,32/1034702,R2,851.7,M,1/7/2017,222000,14A(1),6A(1),1/7/2016,194000,14A(1),6A(1),1/7/2015,172000,14A(1),6A(1),1/7/2014,147000,14A(1),6A(1),1/7/2013,139000,14A(1),6A(1)
4,LAKE MACQUARIE,2819245,NORMAL,30,VICTORY ST,COORANBONG,2265,4211/1026195,R2,2628,M,1/7/2017,450000,14A(1),6A(1),1/7/2016,393000,14A(1),6A(1),1/7/2015,349000,14A(1),6A(1),1/7/2014,298000,14A(1),6A(1),1/7/2013,287000,14A(1),6A(1)
4,LAKE MACQUARIE,2819246,NORMAL,28,VICTORY ST,COORANBONG,2265,4212/1026195,R2,1600,M,1/7/2017,348000,14A(1),6A(1),1/7/2016,304000,14A(1),6A(1),1/7/2015,270000,14A(1),6A(1),1/7/2014,231000,14A(1),6A(1),1/7/2013,222000,14A(1),6A(1)
4,LAKE MACQUARIE,2823309,NORMAL,2,WILLIAM ST,TERALBA,2284,29/1027756,R2,4148,M,1/7/2017,323000,14A(1),6A(1),1/7/2016,317000,14A(1),6A(1),1/7/2015,280000,14A(1),6A(1),1/7/2014,237000,14A(1),6A(1),1/7/2013,215000,14A(1),6A(1)
4,LAKE MACQUARIE,2835318,NORMAL,31,BERYL ST,WARNERS BAY,2282,11/1027759,R2,471.3,M,1/7/2017,383000,14A(1),6A(1),1/7/2016,341000,14A(1),6A(1),1/7/2015,313000,14A(1),6A(1),1/7/2014,282000,14A(1),6A(1),1/7/2013,275000,14A(1),6A(1)
4,LAKE MACQUARIE,2835319,NORMAL,11,JONES AVE,WARNERS BAY,2282,12/1027759,R2,657.8,M,1/7/2017,395000,14A(1),6A(1),1/7/2016,351000,14A(1),6A(1),1/7/2015,322000,14A(1),6A(1),1/7/2014,290000,14A(1),6A(1),1/7/2013,290000,14A(1),6A(1)
4,LAKE MACQUARIE,2835372,NORMAL,14,HILL ST,CARDIFF,2285,1/1029847,R2,486,M,1/7/2017,241000,14A(1),6A(1),1/7/2016,219000,14A(1),6A(1),1/7/2015,199000,14A(1),6A(1),1/7/2014,169000,14A(1),6A(1),1/7/2013,153000,14A(1),6A(1)
4,LAKE MACQUARIE,2835373,NORMAL,14A,HILL ST,CARDIFF,2285,2/1029847,R2,855.5,M,1/7/2017,279000,14A(1),6A(1),1/7/2016,254000,14A(1),6A(1),1/7/2015,231000,14A(1),6A(1),1/7/2014,196000,14A(1),6A(1),1/7/2013,177000,14A(1),6A(1)
4,LAKE MACQUARIE,2841267,NORMAL,127A,COAL POINT RD,COAL POINT,2283,22/1031083,R2,488.8,M,1/7/2017,425000,14A(1),6A(1),1/7/2016,399000,14A(1),6A(1),1/7/2015,399000,14A(1),6A(1),1/7/2014,424000,14A(1),6A(1),1/7/2013,390000,14A(1),6A(1)
4,LAKE MACQUARIE,2848204,NORMAL,34A,THE ESPLANADE,CAVES BEACH,2281,2/567265,RE1,189.7,M,1/7/2017,1100,14A(1),6A(1),1/7/2016,1100,14A(1),6A(1),1/7/2015,1100,14A(1),6A(1),1/7/2014,1100,14A(1),6A(1),1/7/2013,1000,14A(1),6A(1)
4,LAKE MACQUARIE,2848207,NORMAL,46,BRAEMAR RD,CAVES BEACH,2281,15/1012245,SP2,5540,M,1/7/2017,23600,14A(1),6A(1),1/7/2016,22500,14A(1),6A(1),1/7/2015,22500,14A(1),6A(1),1/7/2014,22500,14A(1),6A(1),1/7/2013,22500,14A(1),6A(1)
4,LAKE MACQUARIE,2864073,NORMAL,83,DORA ST,MORISSET,2264,32/1032041,B3,1943,M,1/7/2017,1310000,14A(1),6A(1),1/7/2016,1190000,14A(1),6A(1),1/7/2015,1030000,14A(1),6A(1),1/7/2014,936000,14A(1),6A(1),1/7/2013,936000,14A(1),6A(1)
4,LAKE MACQUARIE,2841468,NORMAL,9,MINNIE ST,DORA CREEK,2264,251/1031184,R2,1236,M,1/7/2017,235000,14A(1),6A(1),1/7/2016,199000,14A(1),6A(1),1/7/2015,179000,14A(1),6A(1),1/7/2014,169000,14A(1),6A(1),1/7/2013,159000,14A(1),6A(1)
4,LAKE MACQUARIE,2841469,NORMAL,9A,MINNIE ST,DORA CREEK,2264,252/1031184,R2,598.6,M,1/7/2017,175000,14A(1),6A(1),1/7/2016,148000,14A(1),6A(1),1/7/2015,133000,14A(1),6A(1),1/7/2014,125000,14A(1),6A(1),1/7/2013,118000,14A(1),6A(1)
4,LAKE MACQUARIE,2845214,NORMAL,9,BELL ST,SPEERS POINT,2284,15/14932,R2,537.5,M,1/7/2017,288000,14A(1),6A(1),1/7/2016,255000,14A(1),6A(1),1/7/2015,231000,14A(1),6A(1),1/7/2014,196000,14A(1),6A(1),1/7/2013,186000,14A(1),6A(1)
