DISTRICT CODE,DISTRICT NAME,PROPERTY ID,PROPERTY TYPE,HOUSE NUMBER,STREET NAME,SUBURB NAME,POSTCODE,PROPERTY DESCRIPTION,ZONE CODE,AREA,AREA TYPE,BASE DATE 1,LAND VALUE 1,AUTHORITY 1,BASIS 1,BASE DATE 2,LAND VALUE 2,AUTHORITY 2,BASIS 2,BASE DATE 3,LAND VALUE 3,AUTHORITY 3,BASIS 3,BASE DATE 4,LAND VALUE 4,AUTHORITY 4,BASIS 4,BASE DATE 5,LAND VALUE 5,AUTHORITY 5,BASIS 5
4,LAKE MACQUARIE,3412849,NORMAL,43,CALANCRA AVE,CAMERON PARK,2285,12/1131335,R2,996.6,M,1/7/2017,312000,14A(1),6A(1),1/7/2016,281000,14A(1),6A(1),1/7/2015,255000,14A(1),6A(1),1/7/2014,230000,14A(1),6A(1),1/7/2013,230000,14A(1),6A(1)
4,LAKE MACQUARIE,3412850,NORMAL,41,CALANCRA AVE,CAMERON PARK,2285,13/1131335,R2,1215,M,1/7/2017,319000,14A(1),6A(1),1/7/2016,287000,14A(1),6A(1),1/7/2015,261000,14A(1),6A(1),1/7/2014,235000,14A(1),6A(1),1/7/2013,235000,14A(1),6A(1)
4,LAKE MACQUARIE,3412851,NORMAL,39,CALANCRA AVE,CAMERON PARK,2285,14/1131335,R2,1810,M,1/7/2017,374000,14A(1),6A(1),1/7/2016,337000,14A(1),6A(1),1/7/2015,312000,14A(1),6A(1),1/7/2014,281000,14A(1),6A(1),1/7/2013,281000,14A(1),6A(1)
4,LAKE MACQUARIE,3412852,NORMAL,37,CALANCRA AVE,CAMERON PARK,2285,15/1131335,R2,1770,M,1/7/2017,347000,14A(1),6A(1),1/7/2016,312000,14A(1),6A(1),1/7/2015,286000,14A(1),6A(1),1/7/2014,258000,14A(1),6A(1),1/7/2013,258000,14A(1),6A(1)
4,LAKE MACQUARIE,3420519,NORMAL,6A,BATH ST,TORONTO,2283,7032/1077033,RE1,512,M,1/7/2017,10800,14A(1),6A(1),1/7/2016,10800,14A(1),6A(1),1/7/2015,10800,14A(1),6A(1),1/7/2014,10800,14A(1),6A(1),1/7/2013,10000,14A(1),6A(1)
4,LAKE MACQUARIE,3420526,NORMAL,690A,PACIFIC HWY,BELMONT SOUTH,2280,7024/1057186,RE1,2.36,H,1/7/2017,252000,14A(1),14G,1/7/2016,252000,14A(1),14G,1/7/2015,252000,14A(1),14G,1/7/2014,252000,14A(1),14G,1/7/2013,248000,14A(1),14G
4,LAKE MACQUARIE,3420543,NORMAL,2A,KAROBURRA ST,PELICAN,2281,721/755233,RE1,2.69,H,1/7/2017,145000,14A(1),6A(1),1/7/2016,145000,14A(1),6A(1),1/7/2015,145000,14A(1),6A(1),1/7/2014,145000,14A(1),6A(1),1/7/2013,135000,14A(1),6A(1)
4,LAKE MACQUARIE,3420545,NORMAL,31A,MYALL RD,GARDEN SUBURB,2289,PT 1608/755233,RE1,1.623,H,1/7/2017,53800,14A(1),6A(1),1/7/2016,53800,14A(1),6A(1),1/7/2015,53800,14A(1),6A(1),1/7/2014,53800,14A(1),6A(1),1/7/2013,50000,14A(1),6A(1)
4,LAKE MACQUARIE,3420553,NORMAL,60,PACIFIC HWY,JEWELLS,2280,1651/755233,E2,43.81,H,1/7/2017,1630000,14A(1),6A(1),1/7/2016,1550000,14A(1),6A(1),1/7/2015,1410000,14A(1),6A(1),1/7/2014,1408000,14A(1),6A(1),1/7/2013,1380000,14A(1),6A(1)
4,LAKE MACQUARIE,3420657,NORMAL,27,LAKEVIEW RD,MORISSET PARK,2264,122/838441,R2,1279,M,1/7/2017,437000,14A(1),6A(1),1/7/2016,377000,14A(1),6A(1),1/7/2015,337000,14A(1),6A(1),1/7/2014,321000,60A(1)(a),6A(1),1/7/2013,321000,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3420658,NORMAL,27D,LAKEVIEW RD,MORISSET PARK,2264,153/838441,E2,293.2,M,1/7/2017,1720,14A(1),6A(1),1/7/2016,1560,14A(1),6A(1),1/7/2015,1560,14A(1),6A(1),1/7/2014,1500,60A(1)(a),6A(1),1/7/2013,1500,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3421863,NORMAL,41,JUPITER CCT,CAMERON PARK,2285,1251/1132991,R2,1037,M,1/7/2017,241000,14A(1),6A(1),1/7/2016,217000,14A(1),6A(1),1/7/2015,197000,14A(1),6A(1),1/7/2014,188000,14A(1),6A(1),1/7/2013,188000,14A(1),6A(1)
4,LAKE MACQUARIE,3421864,NORMAL,39,JUPITER CCT,CAMERON PARK,2285,1252/1132991,R2,746.2,M,1/7/2017,234000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,192000,14A(1),6A(1),1/7/2014,166000,14A(1),6A(1),1/7/2013,166000,14A(1),6A(1)
4,LAKE MACQUARIE,3421865,NORMAL,37,JUPITER CCT,CAMERON PARK,2285,1253/1132991,R2,800,M,1/7/2017,234000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,192000,14A(1),6A(1),1/7/2014,171000,14A(1),6A(1),1/7/2013,171000,14A(1),6A(1)
4,LAKE MACQUARIE,3421866,NORMAL,35,JUPITER CCT,CAMERON PARK,2285,1254/1132991,R2,1143,M,1/7/2017,253000,14A(1),6A(1),1/7/2016,228000,14A(1),6A(1),1/7/2015,207000,14A(1),6A(1),1/7/2014,197000,14A(1),6A(1),1/7/2013,204000,14A(1),6A(1)
4,LAKE MACQUARIE,3383662,UNDERSP,2,JUPITER CCT,CAMERON PARK,2285,"1, 2, CP/SP80646",R2,636.5,M,1/7/2017,229000,14A(1),6A(1),1/7/2016,206000,14A(1),6A(1),1/7/2015,187000,14A(1),6A(1),1/7/2014,163000,14A(1),6A(1),1/7/2013,163000,14A(1),6A(1)
4,LAKE MACQUARIE,3383890,NORMAL,8,FLORIBUNDA ST,FLORAVILLE,2280,301/1125878,R2,600.6,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,3383892,NORMAL,12,FLORIBUNDA ST,FLORAVILLE,2280,303/1125878,R2,690.7,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,3383893,NORMAL,14,FLORIBUNDA ST,FLORAVILLE,2280,304/1125878,R2,808.7,M,1/7/2017,388000,14A(1),6A(1),1/7/2016,338000,14A(1),6A(1),1/7/2015,317000,14A(1),6A(1),1/7/2014,291000,14A(1),6A(1),1/7/2013,273000,14A(1),6A(1)
4,LAKE MACQUARIE,3383894,NORMAL,15,FLORIBUNDA ST,FLORAVILLE,2280,305/1125878,R2,877.5,M,1/7/2017,412000,14A(1),6A(1),1/7/2016,359000,14A(1),6A(1),1/7/2015,336000,14A(1),6A(1),1/7/2014,308000,14A(1),6A(1),1/7/2013,289000,14A(1),6A(1)
4,LAKE MACQUARIE,3383895,NORMAL,11,FLORIBUNDA ST,FLORAVILLE,2280,306/1125878,R2,600.3,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,280000,14A(1),6A(1)
4,LAKE MACQUARIE,3383896,NORMAL,9,FLORIBUNDA ST,FLORAVILLE,2280,307/1125878,R2,600.3,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,280000,14A(1),6A(1)
4,LAKE MACQUARIE,3383897,NORMAL,7,FLORIBUNDA ST,FLORAVILLE,2280,308/1125878,R2,699.4,M,1/7/2017,399000,14A(1),6A(1),1/7/2016,347000,14A(1),6A(1),1/7/2015,325000,14A(1),6A(1),1/7/2014,298000,14A(1),6A(1),1/7/2013,280000,14A(1),6A(1)
4,LAKE MACQUARIE,3383898,NORMAL,5,FLORIBUNDA ST,FLORAVILLE,2280,309/1125878,R2,605.2,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,3383899,NORMAL,3,FLORIBUNDA ST,FLORAVILLE,2280,310/1125878,R2,611.2,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,3383900,NORMAL,1,FLORIBUNDA ST,FLORAVILLE,2280,311/1125878,R2,605.2,M,1/7/2017,352000,14A(1),6A(1),1/7/2016,306000,14A(1),6A(1),1/7/2015,287000,14A(1),6A(1),1/7/2014,263000,14A(1),6A(1),1/7/2013,247000,14A(1),6A(1)
4,LAKE MACQUARIE,3383901,NORMAL,27,DIANELLA ST,FLORAVILLE,2280,312/1125878,R2,599.9,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,3383902,NORMAL,16,DIANELLA ST,FLORAVILLE,2280,313/1125878,R2,660.9,M,1/7/2017,369000,14A(1),6A(1),1/7/2016,321000,14A(1),6A(1),1/7/2015,301000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,259000,14A(1),6A(1)
4,LAKE MACQUARIE,3383903,NORMAL,27,GRIFFITHS AVE,FLORAVILLE,2280,314/1125878,R2,926.3,M,1/7/2017,388000,14A(1),6A(1),1/7/2016,338000,14A(1),6A(1),1/7/2015,317000,14A(1),6A(1),1/7/2014,291000,14A(1),6A(1),1/7/2013,273000,14A(1),6A(1)
4,LAKE MACQUARIE,3384655,NORMAL,,WILLIAM ST,CARDIFF,2285,"15, 16, 17, 18/2/2472",RE1,1214,M,1/7/2017,27100,14A(1),6A(1),1/7/2016,27100,14A(1),6A(1),1/7/2015,27100,14A(1),6A(1),1/7/2014,27100,14A(1),6A(1),1/7/2013,25000,14A(1),6A(1)
4,LAKE MACQUARIE,3386311,NORMAL,39,MACQUARIE ST,BOOLAROO,2284,1/1126713,R2,403,M,1/7/2017,258000,14A(1),6A(1),1/7/2016,228000,14A(1),6A(1),1/7/2015,204000,14A(1),6A(1),1/7/2014,173000,14A(1),6A(1),1/7/2013,158000,14A(1),6A(1)
4,LAKE MACQUARIE,3386312,NORMAL,51A,SEVENTH ST,BOOLAROO,2284,2/1126713,R2,406,M,1/7/2017,258000,14A(1),6A(1),1/7/2016,228000,14A(1),6A(1),1/7/2015,204000,14A(1),6A(1),1/7/2014,173000,14A(1),6A(1),1/7/2013,158000,14A(1),6A(1)
4,LAKE MACQUARIE,3386433,NORMAL,8,OCEAN PARK RD,BELMONT SOUTH,2280,A/340194,RE2,10.52,H,1/7/2017,552000,14A(1),6A(1),1/7/2016,525000,14A(1),6A(1),1/7/2015,525000,14A(1),6A(1),1/7/2014,525000,60A(1)(a),6A(1),1/7/2013,525000,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3386435,NORMAL,77C,APPLETREE RD,HOLMESVILLE,2286,1/343618,RE2,1372,M,1/7/2017,6310,14A(1),6A(1),1/7/2016,6000,14A(1),6A(1),1/7/2015,6000,14A(1),6A(1),1/7/2014,6000,60A(1)(a),6A(1),1/7/2013,6000,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3386438,NORMAL,647C,PACIFIC HWY,BELMONT,2280,1/348217,SP2,278.2,M,1/7/2017,2750,14A(1),6A(1),1/7/2016,2620,14A(1),6A(1),1/7/2015,2620,14A(1),6A(1),1/7/2014,2620,60A(1)(a),6A(1),1/7/2013,2500,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3398845,NORMAL,27,SIXTH ST,CARDIFF SOUTH,2285,1/1128904,R2,341.9,M,1/7/2017,234000,14A(1),6A(1),1/7/2016,213000,14A(1),6A(1),1/7/2015,183000,14A(1),6A(1),1/7/2014,155000,14A(1),6A(1),1/7/2013,140000,14A(1),6A(1)
4,LAKE MACQUARIE,3398846,NORMAL,27A,SIXTH ST,CARDIFF SOUTH,2285,2/1128904,R2,393.9,M,1/7/2017,208000,14A(1),6A(1),1/7/2016,189000,14A(1),6A(1),1/7/2015,162000,14A(1),6A(1),1/7/2014,137000,14A(1),6A(1),1/7/2013,124000,14A(1),6A(1)
4,LAKE MACQUARIE,3414991,UNDERSP,2,BRODIE ST,MORISSET,2264,"1, 2, 3, CP/SP81394",IN2,2000,M,1/7/2017,337000,14A(1),6A(1),1/7/2016,282000,14A(1),6A(1),1/7/2015,245000,14A(1),6A(1),1/7/2014,231000,14A(1),6A(1),1/7/2013,245000,14A(1),6A(1)
4,LAKE MACQUARIE,3418041,NORMAL,21-Sep,MANDOLONG ST,MORISSET,2264,"7, 8, 9, 10, 11, 12/18/758707",R3,6054,M,1/7/2017,33700,14A(1),6A(1),1/7/2016,25800,14A(1),6A(1),1/7/2015,24000,14A(1),6A(1),1/7/2014,20900,14A(1),6A(1),1/7/2013,18200,14A(1),6A(1)
4,LAKE MACQUARIE,3418079,NORMAL,12,LETCHWORTH PDE,BALMORAL,2283,157/11539 Licence 411054,R2,876,M,1/7/2017,650000,14A(1),14I,1/7/2016,541000,14A(1),14I,1/7/2015,588000,14A(1),14I,1/7/2014,511000,14A(1),14I,1/7/2013,470000,14A(1),14I
4,LAKE MACQUARIE,3418108,NORMAL,17,BEACH RD,REDHEAD,2290,15/21/3109,R2,455.3,M,1/7/2017,595000,14A(1),6A(1),1/7/2016,555000,14A(1),6A(1),1/7/2015,617000,14A(1),6A(1),1/7/2014,514000,14A(1),6A(1),1/7/2013,455000,14A(1),6A(1)
4,LAKE MACQUARIE,3418109,NORMAL,19,BEACH RD,REDHEAD,2290,16/21/3109,R2,455.3,M,1/7/2017,595000,14A(1),6A(1),1/7/2016,555000,14A(1),6A(1),1/7/2015,617000,14A(1),6A(1),1/7/2014,514000,14A(1),6A(1),1/7/2013,455000,14A(1),6A(1)
4,LAKE MACQUARIE,3424656,UNDERSP,9,EXCALIBUR PDE,VALENTINE,2280,"1, 2, CP/SP81525",R2,638.5,M,1/7/2017,295000,14A(1),6A(1),1/7/2016,257000,14A(1),6A(1),1/7/2015,238000,14A(1),6A(1),1/7/2014,220000,14A(1),6A(1),1/7/2013,197000,14A(1),6A(1)
4,LAKE MACQUARIE,3424952,NORMAL,16-20,WILLIAM ST,TORONTO,2283,1/1133364,R2,566.7,M,1/7/2017,240000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,175000,14A(1),6A(1),1/7/2014,140000,14A(1),6A(1),1/7/2013,127000,14A(1),6A(1)
4,LAKE MACQUARIE,3424953,NORMAL,16-20,WILLIAM ST,TORONTO,2283,2/1133364,R2,636.7,M,1/7/2017,240000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,175000,14A(1),6A(1),1/7/2014,140000,14A(1),6A(1),1/7/2013,127000,14A(1),6A(1)
4,LAKE MACQUARIE,3424954,NORMAL,16-20,WILLIAM ST,TORONTO,2283,3/1133364,R2,694.3,M,1/7/2017,240000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,175000,14A(1),6A(1),1/7/2014,140000,14A(1),6A(1),1/7/2013,127000,14A(1),6A(1)
4,LAKE MACQUARIE,3424955,NORMAL,16-20,WILLIAM ST,TORONTO,2283,4/1133364,R2,515.4,M,1/7/2017,240000,14A(1),6A(1),1/7/2016,211000,14A(1),6A(1),1/7/2015,175000,14A(1),6A(1),1/7/2014,140000,14A(1),6A(1),1/7/2013,127000,14A(1),6A(1)
4,LAKE MACQUARIE,3424687,NORMAL,1A,COLLIER ST,REDHEAD,2290,"1, 2/230706",RE2,670.2,M,1/7/2017,126000,14A(1),6A(1),1/7/2016,120000,14A(1),6A(1),1/7/2015,120000,14A(1),6A(1),1/7/2014,120000,60A(1)(a),6A(1),1/7/2013,120000,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3425316,NORMAL,30A,ROBINA DR,HILLSBOROUGH,2290,31/701651,E2,4994,M,1/7/2017,20000,14A(1),6A(1),1/7/2016,18200,14A(1),6A(1),1/7/2015,18000,14A(1),6A(1),1/7/2014,17300,14A(1),6A(1),1/7/2013,16000,14A(1),6A(1)
4,LAKE MACQUARIE,3424463,NORMAL,5,BANFIELD LANE,DUDLEY,2290,114/1132668,R2,5324,M,1/7/2017,460000,14A(1),14G,1/7/2016,383000,14A(1),14G,1/7/2015,330000,14A(1),14G,1/7/2014,282000,14A(1),14G,1/7/2013,261000,14A(1),14G
4,LAKE MACQUARIE,3424467,NORMAL,460A,FISHERY POINT RD,BONNELLS BAY,2264,559/1075667,E2,20.98,H,1/7/2017,593000,14A(1),6A(1),1/7/2016,539000,14A(1),6A(1),1/7/2015,490000,14A(1),6A(1),1/7/2014,490000,14A(1),6A(1),1/7/2013,469000,14A(1),6A(1)
4,LAKE MACQUARIE,3425284,NORMAL,465B,OLD PACIFIC HWY,PINNY BEACH,2281,12/791995,R1,1957,M,1/7/2017,17100,14A(1),6A(1),1/7/2016,17100,14A(1),6A(1),1/7/2015,15800,14A(1),6A(1),1/7/2014,15000,60A(1)(a),6A(1),1/7/2013,15000,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3424860,NORMAL,4A,CROUDACE RD,WINDALE,2306,1489/755233 Permissive Occupancy 146083,R2,6.875,H,1/7/2017,855000,14A(1),6A(1),1/7/2016,814000,14A(1),6A(1),1/7/2015,731000,14A(1),6A(1),1/7/2014,650000,14A(1),6A(1),1/7/2013,650000,14A(1),6A(1)
4,LAKE MACQUARIE,3424862,NORMAL,36,TODMORDEN RD,BUTTABA,2283,102/1128515,R2,2242,M,1/7/2017,307000,14A(1),6A(1),1/7/2016,271000,14A(1),6A(1),1/7/2015,245000,14A(1),6A(1),1/7/2014,215000,14A(1),6A(1),1/7/2013,210000,14A(1),6A(1)
4,LAKE MACQUARIE,3424723,NORMAL,46C,AWABA RD,DORA CREEK,2264,7010/1115300 7301/1141022,RE1,10.71,H,1/7/2017,700000,14A(1),6A(1),1/7/2016,700000,14A(1),6A(1),1/7/2015,700000,14A(1),6A(1),1/7/2014,700000,14A(1),6A(1),1/7/2013,700000,14A(1),6A(1)
4,LAKE MACQUARIE,3424771,NORMAL,72,RHONDDA RD,TERALBA,2284,1/160685,IN1,7638,M,1/7/2017,84900,14A(1),6A(1),1/7/2016,82400,14A(1),6A(1),1/7/2015,82400,14A(1),6A(1),1/7/2014,80000,14A(1),6A(1),1/7/2013,80000,14A(1),6A(1)
4,LAKE MACQUARIE,3425308,NORMAL,2C,NORTH PDE,BLACKALLS PARK,2283,7009/1029140 7007/1115769 7006/1115779 7008/1115785,RE1,7.567,H,1/7/2017,760000,14A(1),6A(1),1/7/2016,760000,14A(1),6A(1),1/7/2015,760000,14A(1),6A(1),1/7/2014,760000,14A(1),6A(1),1/7/2013,760000,14A(1),6A(1)
4,LAKE MACQUARIE,3425318,NORMAL,12,COOPER AVE,FASSIFERN,2283,324/39984,RE1,1663,M,1/7/2017,85000,14A(1),6A(1),1/7/2016,85000,14A(1),6A(1),1/7/2015,85000,14A(1),6A(1),1/7/2014,85000,14A(1),6A(1),1/7/2013,85000,14A(1),6A(1)
4,LAKE MACQUARIE,3425272,NORMAL,,KALAROO RD,REDHEAD,2290,5/248860,E2,25.91,H,1/7/2017,217000,14A(1),6A(1),1/7/2016,197000,14A(1),6A(1),1/7/2015,179000,14A(1),6A(1),1/7/2014,172000,14A(1),6A(1),1/7/2013,190000,14A(1),6A(1)
4,LAKE MACQUARIE,3424496,NORMAL,60C,PILLAPAI RD,BRIGHTWATERS,2264,1/503198,R2,290.9,M,1/7/2017,29500,14A(1),6A(1),1/7/2016,29500,14A(1),6A(1),1/7/2015,29500,14A(1),6A(1),1/7/2014,26800,14A(1),6A(1),1/7/2013,25500,14A(1),6A(1)
4,LAKE MACQUARIE,3445806,NORMAL,,PEEL ST,SWANSEA,2281,22/1087693,RE1,440.1,M,1/7/2017,1750,14A(1),6A(1),1/7/2016,1750,14A(1),6A(1),1/7/2015,1750,14A(1),6A(1),1/7/2014,1750,14A(1),6A(1),1/7/2013,1580,14A(1),6A(1)
4,LAKE MACQUARIE,3467064,NORMAL,116,BAYVIEW ST,MOUNT HUTTON,2290,PT 856/755233,RE1,7.44,H,1/7/2017,600000,14A(1),6A(1),1/7/2016,600000,14A(1),6A(1),1/7/2015,600000,14A(1),6A(1),1/7/2014,600000,14A(1),6A(1),1/7/2013,600000,14A(1),6A(1)
4,LAKE MACQUARIE,3437970,NORMAL,84,COAL POINT RD,COAL POINT,2283,101/1131886,R2,1638,M,1/7/2017,333000,14A(1),6A(1),1/7/2016,289000,14A(1),6A(1),1/7/2015,289000,14A(1),6A(1),1/7/2014,263000,14A(1),6A(1),1/7/2013,253000,14A(1),6A(1)
4,LAKE MACQUARIE,3437977,NORMAL,40,PATRICIA AVE,CHARLESTOWN,2290,114/1135030,R2,1153,M,1/7/2017,445000,14A(1),6A(1),1/7/2016,397000,14A(1),6A(1),1/7/2015,342000,14A(1),6A(1),1/7/2014,276000,14A(1),6A(1),1/7/2013,260000,14A(1),6A(1)
4,LAKE MACQUARIE,3437978,NORMAL,42,PATRICIA AVE,CHARLESTOWN,2290,115/1135030,R2,475.2,M,1/7/2017,318000,14A(1),6A(1),1/7/2016,284000,14A(1),6A(1),1/7/2015,272000,14A(1),6A(1),1/7/2014,219000,14A(1),6A(1),1/7/2013,206000,14A(1),6A(1)
4,LAKE MACQUARIE,3438070,UNDERSP,2,BABERS RD,COORANBONG,2265,"1, 2, CP/SP81831",R2,745.5,M,1/7/2017,287000,14A(1),6A(1),1/7/2016,251000,14A(1),6A(1),1/7/2015,223000,14A(1),6A(1),1/7/2014,191000,14A(1),6A(1),1/7/2013,180000,14A(1),6A(1)
4,LAKE MACQUARIE,3439219,NORMAL,30,FOURTH ST,CARDIFF SOUTH,2285,51/1136168,R2,327,M,1/7/2017,212000,14A(1),6A(1),1/7/2016,193000,14A(1),6A(1),1/7/2015,166000,14A(1),6A(1),1/7/2014,141000,14A(1),6A(1),1/7/2013,128000,14A(1),6A(1)
4,LAKE MACQUARIE,3439220,NORMAL,30A,FOURTH ST,CARDIFF SOUTH,2285,52/1136168,R2,408.7,M,1/7/2017,212000,14A(1),6A(1),1/7/2016,193000,14A(1),6A(1),1/7/2015,166000,14A(1),6A(1),1/7/2014,141000,14A(1),6A(1),1/7/2013,128000,14A(1),6A(1)
4,LAKE MACQUARIE,3439237,NORMAL,47,PROSPECT RD,GARDEN SUBURB,2289,20/1136345,R2,632.1,M,1/7/2017,330000,14A(1),6A(1),1/7/2016,287000,14A(1),6A(1),1/7/2015,263000,14A(1),6A(1),1/7/2014,219000,14A(1),6A(1),1/7/2013,206000,14A(1),6A(1)
4,LAKE MACQUARIE,3439238,NORMAL,47A,PROSPECT RD,GARDEN SUBURB,2289,21/1136345,R2,1461,M,1/7/2017,342000,14A(1),6A(1),1/7/2016,297000,14A(1),6A(1),1/7/2015,272000,14A(1),6A(1),1/7/2014,227000,14A(1),6A(1),1/7/2013,214000,14A(1),6A(1)
4,LAKE MACQUARIE,3437154,UNDERSP,72,DILKERA AVE,VALENTINE,2280,"1, 2, 3, 4, CP/SP81905",R3,1041,M,1/7/2017,920000,14A(1),6A(1),1/7/2016,739000,14A(1),6A(1),1/7/2015,634000,14A(1),6A(1),1/7/2014,528000,14A(1),6A(1),1/7/2013,528000,14A(1),6A(1)
4,LAKE MACQUARIE,3429459,NORMAL,54,GYMEA DR,GARDEN SUBURB,2289,181/1134289,R2,457,M,1/7/2017,330000,14A(1),6A(1),1/7/2016,279000,14A(1),6A(1),1/7/2015,254000,14A(1),6A(1),1/7/2014,212000,14A(1),6A(1),1/7/2013,193000,14A(1),6A(1)
4,LAKE MACQUARIE,3429460,NORMAL,2,TOSCANA CL,GARDEN SUBURB,2289,182/1134289,R2,322.3,M,1/7/2017,319000,14A(1),6A(1),1/7/2016,242000,14A(1),6A(1),1/7/2015,196000,14A(1),6A(1),1/7/2014,163000,14A(1),6A(1),1/7/2013,149000,14A(1),6A(1)
4,LAKE MACQUARIE,3428836,UNDERSP,6,BRODIE ST,MORISSET,2264,"1, 2, 3, 4, 5, CP/SP81673",IN2,2001,M,1/7/2017,290000,14A(1),6A(1),1/7/2016,265000,14A(1),6A(1),1/7/2015,230000,14A(1),6A(1),1/7/2014,217000,14A(1),6A(1),1/7/2013,245000,14A(1),6A(1)
4,LAKE MACQUARIE,3429092,NORMAL,68,PACIFIC HWY,BLACKSMITHS,2281,"1, 2, 3/48590 1977/727710 1652, 1718/755233 Licence 301861",SP3,4.26,H,1/7/2017,1370000,14A(1),6A(1),1/7/2016,1370000,14A(1),6A(1),1/7/2015,1320000,14A(1),6A(1),1/7/2014,1260000,14A(1),6A(1),1/7/2013,1260000,14A(1),6A(1)
4,LAKE MACQUARIE,3439790,NORMAL,40B,TEMPLAR PL,BENNETTS GREEN,2290,62/755233,IN1,23.44,H,1/7/2017,1440000,14A(1),6A(1),1/7/2016,1400000,14A(1),6A(1),1/7/2015,1400000,14A(1),6A(1),1/7/2014,1320000,14A(1),6A(1),1/7/2013,1180000,14A(1),6A(1)
4,LAKE MACQUARIE,3439791,NORMAL,172,PARBURY RD,SWANSEA,2281,14/791995,R3,233,M,1/7/2017,32000,14A(1),6A(1),1/7/2016,60000,14A(1),6A(1),1/7/2015,60000,14A(1),6A(1),1/7/2014,56500,14A(1),6A(1),1/7/2013,56500,14A(1),6A(1)
4,LAKE MACQUARIE,3439792,NORMAL,1357,HUE HUE RD,WYEE,2259,2/605256,RU2,4197,M,1/7/2017,89700,14A(1),6A(1),1/7/2016,84500,14A(1),6A(1),1/7/2015,65000,14A(1),6A(1),1/7/2014,44100,14A(1),6A(1),1/7/2013,23800,14A(1),6A(1)
4,LAKE MACQUARIE,3439793,NORMAL,119,KALAROO RD,REDHEAD,2290,3/652321 Crown Reserve PT 1011388,E2,3313,M,1/7/2017,10300,14A(1),6A(1),1/7/2016,9390,14A(1),6A(1),1/7/2015,9300,14A(1),6A(1),1/7/2014,8940,60A(1)(a),6A(1),1/7/2013,8300,60A(1)(a),6A(1)
4,LAKE MACQUARIE,3439796,NORMAL,1548,FREEMANS DR,COORANBONG,2265,101/709415,E3,3.89,H,1/7/2017,350000,14A(1),6A(1),1/7/2016,382000,14A(1),6A(1),1/7/2015,332000,14A(1),6A(1),1/7/2014,309000,14A(1),6A(1),1/7/2013,284000,14A(1),6A(1)
4,LAKE MACQUARIE,3439799,NORMAL,30A,GEORGE BOOTH DR,WEST WALLSEND,2286,1/923587,E2,6753,M,1/7/2017,60600,14A(1),14G,1/7/2016,55100,14A(1),14G,1/7/2015,55100,14A(1),14G,1/7/2014,53000,14A(1),14G,1/7/2013,50000,14A(1),14G
4,LAKE MACQUARIE,3438936,NORMAL,132A,DUDLEY RD,CHARLESTOWN,2290,"1697, 1731/755233",RE1,2.16,H,1/7/2017,108000,14A(1),14G,1/7/2016,108000,14A(1),14G,1/7/2015,108000,14A(1),14G,1/7/2014,108000,14A(1),14G,1/7/2013,100000,14A(1),14G
